hour,isp_s,solar_temp,anomaly_present,anomaly_score,detector_flag
0,1784.4491029456622,45.307878148648825,0,0.4052210440982152,0
1,1778.933201962423,44.5962553966179,0,0.42195837449121165,0
2,1782.501718616071,45.344382067072715,0,0.382979756944463,0
3,1781.3186764726465,45.029408843667106,0,0.3722543037769796,0
4,1781.4568208494675,44.88952326529899,0,0.371924243403413,0
5,1781.7412834042923,44.909510101496714,0,0.3706555587983794,0
6,1779.5760166450234,45.13172232650407,0,0.3835274386637333,0
7,1781.721681146827,44.57167662814148,0,0.3824654007994297,0
8,1780.96174430847,44.67725157167039,0,0.3815058013819457,0
9,1785.9875994199738,44.893275285179776,0,0.44662170369234044,0
10,1782.2709439358734,44.91860748192277,0,0.36835472670677005,0
11,1781.5768430467901,45.81841176449818,0,0.4397353440967291,0
12,1781.6624550982183,44.8320553714705,0,0.3757238446749749,0
13,1781.1983443846693,45.20761341303276,0,0.37342044634327337,0
14,1780.7338193385538,44.335821491058375,0,0.42689304375329556,0
15,1781.5310388273185,44.45552760516166,0,0.39506314798508063,0
16,1782.5783344662082,44.44171528767802,0,0.39994346725909435,0
17,1781.7137356721119,45.377153084752706,0,0.38317414281913986,0
18,1783.1493104435517,45.651028102524414,0,0.41679612737267596,0
19,1781.76023744512,44.722066954697915,0,0.37692900737812307,0
20,1782.029111478092,45.15528081656834,0,0.3700976303938103,0
21,1783.8549850214554,44.93610524814756,0,0.3868874568917473,0
22,1782.6541266272252,45.15299690741462,0,0.3750644149036023,0
23,1781.3937255172632,44.09451004644428,0,0.4654160048810809,0
24,1781.7805932304827,44.98241561070719,0,0.3715531546745091,0
25,1782.6486301581058,46.09737396379471,0,0.49883292883212416,0
26,1784.3221056409186,44.71447266539985,0,0.40450190420102916,0
27,1781.6764556071896,45.34304365319151,0,0.37958757410183874,0
28,1781.707729585105,44.45666837914899,0,0.3926167010680518,0
29,1783.2027763215308,45.15813012150279,0,0.37768278578770637,0
30,1780.9362480682073,45.3418626156967,0,0.38561144374408474,0
31,1781.649935721072,45.19390883309793,0,0.371470678171033,0
32,1783.0590467609477,44.5310307333457,0,0.38931558817833284,0
33,1782.696420019429,45.6735252616868,0,0.41949549700584565,0
34,1782.1098200439387,44.2990869196372,0,0.4188427853592901,0
35,1782.8041252257942,44.707718945746365,0,0.38090702979018043,0
36,1778.6062052317875,45.327955547103805,0,0.413789571500066,0
37,1783.2255681810002,44.99954305030661,0,0.37712579279908665,0
38,1780.8484262882303,44.64583123771417,0,0.3845373419595675,0
39,1779.997656188813,44.89834665958239,0,0.380346259896068,0
40,1782.3317349114252,44.564627355309355,0,0.38217365178339135,0
41,1782.8406538624192,44.586702462792125,0,0.386595517726759,0
42,1781.4662790531806,45.68066492017871,0,0.411036550603827,0
43,1780.708312991879,44.8122710125421,0,0.3830841724400147,0
44,1782.0313498002408,44.16545393152573,0,0.4435676419069405,0
45,1781.9367032301086,44.867368096200856,0,0.369532498353971,0
46,1783.6867177992217,46.035266427101995,0,0.4994193858427222,0
47,1782.8968895849753,44.37994120175316,0,0.4155126804398677,0
48,1782.2325787755176,44.59148848797068,0,0.38068039268345943,0
49,1783.3339598462687,44.57332940508651,0,0.39359388786146843,0
50,1781.753372340113,44.7150573633623,0,0.37685613084390707,0
51,1780.888920511622,44.06338192618043,0,0.48181941876369794,0
52,1782.7008699732303,44.551501377519216,0,0.38796473614438476,0
53,1782.6990461023868,45.35533756571985,0,0.3889554850895105,0
54,1781.7422053066477,44.46630377075542,0,0.39202697360288213,0
55,1781.0606297064433,44.70248092915829,0,0.3791104573504562,0
56,1782.274984686256,44.43539675436175,0,0.3965033101274521,0
57,1779.0073268658505,45.13221732033976,0,0.3926026408964242,0
58,1782.8281497241953,44.68626559417949,0,0.3802177949758625,0
59,1782.589641912894,45.1197051895373,0,0.3731568141426829,0
60,1780.0333714273313,44.34052661152593,0,0.43524961384582206,0
61,1782.0736242118057,44.92323944075558,0,0.36938977071367446,0
62,1780.8430804037505,44.83122201455342,0,0.38135539363811566,0
63,1782.9086652537098,44.39353924199055,0,0.4101418603812932,0
64,1779.5589992718678,44.26082195666501,0,0.45802457996480406,0
65,1780.9026065544065,45.08836409874595,0,0.3697267250065229,0
66,1782.8514959852905,44.739607509547255,0,0.37826103522582355,0
67,1783.3876812581186,44.859204050055276,0,0.3804333090650781,0
68,1779.4103935438486,44.53178018559127,0,0.41492399967790095,0
69,1781.4023521862985,44.60850813221196,0,0.3833658009843018,0
70,1782.3936241110512,44.46043817303227,0,0.39175388002080497,0
71,1781.2689406344603,44.78523625012645,0,0.3774970044718376,0
72,1783.9087682775878,45.36530437923717,0,0.3986535172417138,0
73,1780.5705279820586,44.310224571645705,0,0.42879735453015444,0
74,1782.4254383355444,44.75238746403455,0,0.374702041377995,0
75,1780.7419133777466,44.54341735568467,0,0.3930922530700965,0
76,1783.6871555317618,45.45382664306508,0,0.3976055942436603,0
77,1781.9740185251333,45.22477664044606,0,0.37123539691184676,0
78,1781.5532993231993,45.65980444425807,0,0.4049010250396435,0
79,1779.9381780603208,45.48861144794446,0,0.40013959990863707,0
80,1784.01819065408,45.09420743286947,0,0.3871356254264892,0
81,1782.903334311237,45.324066079213196,0,0.3819169899263689,0
82,1782.9042766050113,45.44898314124588,0,0.3913981209397366,0
83,1783.3654575107014,44.78040734472864,0,0.3835881491655006,0
84,1782.4190718937477,44.06029830858804,0,0.47788917011930004,0
85,1781.2329040673083,44.974325062367306,0,0.3738590367041027,0
86,1781.0397105275638,45.02602393054007,0,0.37101209893367637,0
87,1781.0397600247668,45.09863086951511,0,0.3693064508817869,0
88,1783.6440868096004,45.151369593045615,0,0.3805513472343699,0
89,1780.2475425585656,44.74417629110922,0,0.3848611062511143,0
90,1781.284356585875,45.03804945054603,0,0.36947681192744175,0
91,1781.6145072968566,45.570665223932096,0,0.39440617430634334,0
92,1782.269542830419,44.936056321612305,0,0.3691453518902883,0
93,1782.6904192662093,45.075335426714226,0,0.37308166705110346,0
94,1780.5010835890853,45.338811420198155,0,0.38536286375039397,0
95,1779.9239838584729,45.27171427985565,0,0.38537678961683564,0
96,1781.9947029208536,45.69020918933665,0,0.4129487371641731,0
97,1783.4562765903434,44.45756715966671,0,0.4061118806033941,0
98,1782.908469671156,46.069340780145566,0,0.499764359527594,0
99,1782.25878094044,44.720094289861734,0,0.3749761161198373,0
100,1781.6194132271792,44.686316962336164,0,0.3761957173155857,0
101,1782.3518804349603,45.352120673695296,0,0.38186621502781426,0
102,1781.7079978971094,44.64006162945672,0,0.3791723424269642,0
103,1782.980647896591,44.85019107406574,0,0.3766590173410291,0
104,1781.0466631933357,43.902642288947504,0,0.5170238488449304,0
105,1782.1610879365037,44.504384003865944,0,0.3865388871928791,0
106,1781.8670638366661,45.5026905384287,0,0.3878291913584741,0
107,1782.652031267436,45.348240201326284,0,0.3875806129128137,0
108,1782.2695662283793,44.775090792804136,0,0.37310694396987193,0
109,1785.0600415635695,44.980004450937734,0,0.41555414658784934,0
110,1783.7983857097627,46.004724053085354,0,0.4938739673112286,0
111,1783.7960845986222,44.96205210977611,0,0.38511022331517775,0
112,1779.5525953948863,44.54012577005304,0,0.41091997240899897,0
113,1781.591620050357,45.612530328703166,0,0.39826168231107356,0
114,1781.2696672609045,45.347555928256185,0,0.38238699651502395,0
115,1782.6392659198668,44.38590321025852,0,0.4092915177285542,0
116,1779.2651682131336,45.39519711752907,0,0.4105771450153437,0
117,1783.409398414811,45.562896553520986,0,0.40559762609964,0
118,1783.2803799730743,44.7146200722205,0,0.38546362254669553,0
119,1780.437514970105,45.108847620480695,0,0.3731400146388006,0
120,1780.8257417656544,44.95415740594578,0,0.37726261302711755,0
121,1781.0385935870627,45.22693371939127,0,0.37309916794808595,0
122,1782.0519550803397,44.547674599227,0,0.38240078230944796,0
123,1782.7691652776273,45.93328905649664,0,0.467663157746433,0
124,1784.4574632664287,44.39307686367384,0,0.4399295753270664,0
